DATE,TIME,SPO2,PULSE
2014-06-29, 22:39:04, 94, 73
2014-06-29, 22:39:05, 94, 73
2014-06-29, 22:39:06, 94, 73
2014-06-29, 22:39:07, 94, 73
2014-06-29, 22:39:08, 94, 73
2014-06-29, 22:39:09, 94, 74
2014-06-29, 22:39:10, 94, 73
2014-06-29, 22:39:11, 94, 73
2014-06-29, 22:39:12, 94, 73
2014-06-29, 22:39:13, 94, 73
2014-06-29, 22:39:14, 94, 73
2014-06-29, 22:39:15, 94, 73
2014-06-29, 22:39:16, 94, 73
2014-06-29, 22:39:17, 94, 72
2014-06-29, 22:39:18, 94, 72
2014-06-29, 22:39:19, 94, 72
2014-06-29, 22:39:20, 94, 72
2014-06-29, 22:39:21, 94, 72
2014-06-29, 22:39:22, 94, 72
2014-06-29, 22:39:23, 94, 72
2014-06-29, 22:39:24, 94, 73
2014-06-29, 22:39:25, 94, 73
2014-06-29, 22:39:26, 94, 73
2014-06-29, 22:39:27, 94, 73
2014-06-29, 22:39:28, 94, 74
2014-06-29, 22:39:29, 94, 74
2014-06-29, 22:39:30, 94, 73
2014-06-29, 22:39:31, 94, 73
2014-06-29, 22:39:32, 94, 73
2014-06-29, 22:39:33, 94, 73
2014-06-29, 22:39:34, 94, 73
2014-06-29, 22:39:35, 94, 73
2014-06-29, 22:39:36, 94, 72
2014-06-29, 22:39:37, 94, 73
2014-06-29, 22:39:38, 94, 73
2014-06-29, 22:39:39, 94, 73
2014-06-29, 22:39:40, 94, 73
2014-06-29, 22:39:41, 94, 74
2014-06-29, 22:39:42, 94, 74
2014-06-29, 22:39:43, 94, 74
2014-06-29, 22:39:44, 94, 73
2014-06-29, 22:39:45, 94, 73
2014-06-29, 22:39:46, 94, 73
2014-06-29, 22:39:47, 94, 73
2014-06-29, 22:39:48, 94, 73
2014-06-29, 22:39:49, 94, 73
2014-06-29, 22:39:50, 94, 74
2014-06-29, 22:39:51, 94, 74
2014-06-29, 22:39:52, 94, 74
2014-06-29, 22:39:53, 94, 74
2014-06-29, 22:39:54, 94, 74
2014-06-29, 22:39:55, 94, 74
2014-06-29, 22:39:56, 94, 74
2014-06-29, 22:39:57, 94, 74
2014-06-29, 22:39:58, 94, 74
2014-06-29, 22:39:59, 94, 73
2014-06-29, 22:40:00, 94, 73
2014-06-29, 22:40:01, 94, 73
2014-06-29, 22:40:02, 94, 72
2014-06-29, 22:40:03, 94, 72
2014-06-29, 22:40:04, 94, 72
2014-06-29, 22:40:05, 94, 71
2014-06-29, 22:40:06, 94, 71
2014-06-29, 22:40:07, 94, 71
2014-06-29, 22:40:08, 94, 71
2014-06-29, 22:40:09, 94, 71
2014-06-29, 22:40:10, 94, 72
2014-06-29, 22:40:11, 94, 72
2014-06-29, 22:40:12, 94, 73
2014-06-29, 22:40:13, 94, 73
2014-06-29, 22:40:14, 94, 73
2014-06-29, 22:40:15, 94, 73
2014-06-29, 22:40:16, 94, 74
2014-06-29, 22:40:17, 94, 73
2014-06-29, 22:40:18, 94, 73
2014-06-29, 22:40:19, 94, 73
2014-06-29, 22:40:20, 94, 73
2014-06-29, 22:40:21, 94, 73
2014-06-29, 22:40:22, 94, 73
2014-06-29, 22:40:23, 94, 73
2014-06-29, 22:40:24, 94, 73
2014-06-29, 22:40:25, 94, 73
2014-06-29, 22:40:26, 94, 73
2014-06-29, 22:40:27, 94, 73
2014-06-29, 22:40:28, 94, 73
2014-06-29, 22:40:29, 94, 73
2014-06-29, 22:40:30, 94, 73
2014-06-29, 22:40:31, 94, 73
2014-06-29, 22:40:32, 94, 73
2014-06-29, 22:40:33, 94, 73
2014-06-29, 22:40:34, 94, 73
2014-06-29, 22:40:35, 94, 73
2014-06-29, 22:40:36, 94, 73
2014-06-29, 22:40:37, 94, 73
2014-06-29, 22:40:38, 94, 73
2014-06-29, 22:40:39, 94, 74
2014-06-29, 22:40:40, 94, 73
2014-06-29, 22:40:41, 94, 74
2014-06-29, 22:40:42, 94, 74
2014-06-29, 22:40:43, 94, 74
2014-06-29, 22:40:44, 94, 75
2014-06-29, 22:40:45, 94, 75
2014-06-29, 22:40:46, 94, 75
2014-06-29, 22:40:47, 94, 75
2014-06-29, 22:40:48, 94, 75
2014-06-29, 22:40:49, 94, 74
2014-06-29, 22:40:50, 94, 74
2014-06-29, 22:40:51, 94, 74
2014-06-29, 22:40:52, 94, 73
2014-06-29, 22:40:53, 94, 73
2014-06-29, 22:40:54, 94, 73
2014-06-29, 22:40:55, 94, 73
2014-06-29, 22:40:56, 94, 72
2014-06-29, 22:40:57, 94, 73
2014-06-29, 22:40:58, 94, 73
2014-06-29, 22:40:59, 94, 73
2014-06-29, 22:41:00, 94, 72
2014-06-29, 22:41:01, 94, 73
2014-06-29, 22:41:02, 94, 72
2014-06-29, 22:41:03, 94, 73
2014-06-29, 22:41:04, 94, 73
2014-06-29, 22:41:05, 94, 73
2014-06-29, 22:41:06, 94, 73
2014-06-29, 22:41:07, 94, 73
2014-06-29, 22:41:08, 94, 73
2014-06-29, 22:41:09, 94, 73
2014-06-29, 22:41:10, 94, 73
2014-06-29, 22:41:11, 94, 73
2014-06-29, 22:41:12, 94, 73
2014-06-29, 22:41:13, 94, 73
2014-06-29, 22:41:14, 94, 74
2014-06-29, 22:41:15, 94, 74
2014-06-29, 22:41:16, 94, 74
2014-06-29, 22:41:17, 94, 75
2014-06-29, 22:41:18, 94, 74
2014-06-29, 22:41:19, 94, 75
2014-06-29, 22:41:20, 94, 74
2014-06-29, 22:41:21, 94, 74
2014-06-29, 22:41:22, 94, 74
2014-06-29, 22:41:23, 94, 73
2014-06-29, 22:41:24, 94, 72
2014-06-29, 22:41:25, 94, 72
2014-06-29, 22:41:26, 94, 72
2014-06-29, 22:41:27, 94, 71
2014-06-29, 22:41:28, 94, 71
2014-06-29, 22:41:29, 94, 71
2014-06-29, 22:41:30, 94, 71
2014-06-29, 22:41:31, 94, 71
2014-06-29, 22:41:32, 94, 72
2014-06-29, 22:41:33, 94, 72
2014-06-29, 22:41:34, 94, 72
2014-06-29, 22:41:35, 94, 72
2014-06-29, 22:41:36, 94, 72
2014-06-29, 22:41:37, 94, 72
2014-06-29, 22:41:38, 94, 73
2014-06-29, 22:41:39, 94, 74
2014-06-29, 22:41:40, 94, 74
2014-06-29, 22:41:41, 94, 74
2014-06-29, 22:41:42, 94, 74
2014-06-29, 22:41:43, 94, 74
2014-06-29, 22:41:44, 94, 74
2014-06-29, 22:41:45, 94, 74
2014-06-29, 22:41:46, 94, 74
2014-06-29, 22:41:47, 94, 73
2014-06-29, 22:41:48, 94, 74
2014-06-29, 22:41:49, 94, 74
2014-06-29, 22:41:50, 94, 74
2014-06-29, 22:41:51, 94, 74
2014-06-29, 22:41:52, 94, 75
2014-06-29, 22:41:53, 94, 75
2014-06-29, 22:41:54, 94, 76
2014-06-29, 22:41:55, 94, 76
2014-06-29, 22:41:56, 94, 76
2014-06-29, 22:41:57, 94, 77
2014-06-29, 22:41:58, 94, 77
2014-06-29, 22:41:59, 94, 77
2014-06-29, 22:42:00, 94, 77
2014-06-29, 22:42:01, 94, 77
2014-06-29, 22:42:02, 94, 77
2014-06-29, 22:42:03, 94, 76
2014-06-29, 22:42:04, 94, 76
2014-06-29, 22:42:05, 94, 76
2014-06-29, 22:42:06, 94, 75
2014-06-29, 22:42:07, 94, 75
2014-06-29, 22:42:08, 94, 75
2014-06-29, 22:42:09, 94, 74
2014-06-29, 22:42:10, 94, 75
2014-06-29, 22:42:11, 94, 74
2014-06-29, 22:42:12, 94, 73
2014-06-29, 22:42:13, 94, 73
2014-06-29, 22:42:14, 94, 72
2014-06-29, 22:42:15, 94, 72
2014-06-29, 22:42:16, 94, 71
2014-06-29, 22:42:17, 94, 71
2014-06-29, 22:42:18, 94, 71
2014-06-29, 22:42:19, 94, 71
2014-06-29, 22:42:20, 94, 71
2014-06-29, 22:42:21, 94, 70
2014-06-29, 22:42:22, 94, 70
2014-06-29, 22:42:23, 94, 71
2014-06-29, 22:42:24, 94, 71
2014-06-29, 22:42:25, 94, 71
2014-06-29, 22:42:26, 94, 71
2014-06-29, 22:42:27, 94, 71
2014-06-29, 22:42:28, 94, 71
2014-06-29, 22:42:29, 94, 72
2014-06-29, 22:42:30, 94, 72
2014-06-29, 22:42:31, 94, 72
2014-06-29, 22:42:32, 94, 73
2014-06-29, 22:42:33, 94, 73
2014-06-29, 22:42:34, 94, 73
2014-06-29, 22:42:35, 94, 73
2014-06-29, 22:42:36, 94, 73
2014-06-29, 22:42:37, 94, 73
2014-06-29, 22:42:38, 94, 73
2014-06-29, 22:42:39, 94, 73
2014-06-29, 22:42:40, 94, 73
2014-06-29, 22:42:41, 94, 72
2014-06-29, 22:42:42, 94, 71
2014-06-29, 22:42:43, 94, 71
2014-06-29, 22:42:44, 94, 71
2014-06-29, 22:42:45, 94, 70
2014-06-29, 22:42:46, 94, 70
2014-06-29, 22:42:47, 94, 70
2014-06-29, 22:42:48, 94, 70
2014-06-29, 22:42:49, 94, 70
2014-06-29, 22:42:50, 94, 70
2014-06-29, 22:42:51, 94, 71
2014-06-29, 22:42:52, 94, 71
2014-06-29, 22:42:53, 94, 72
2014-06-29, 22:42:54, 94, 72
2014-06-29, 22:42:55, 94, 72
2014-06-29, 22:42:56, 94, 73
2014-06-29, 22:42:57, 94, 73
2014-06-29, 22:42:58, 94, 73
2014-06-29, 22:42:59, 94, 74
2014-06-29, 22:43:00, 94, 74
2014-06-29, 22:43:01, 94, 74
2014-06-29, 22:43:02, 94, 74
2014-06-29, 22:43:03, 93, 74
2014-06-29, 22:43:04, 93, 74
2014-06-29, 22:43:05, 94, 74
2014-06-29, 22:43:06, 94, 74
2014-06-29, 22:43:07, 94, 73
2014-06-29, 22:43:08, 94, 73
2014-06-29, 22:43:09, 94, 73
2014-06-29, 22:43:10, 95, 72
2014-06-29, 22:43:11, 94, 72
2014-06-29, 22:43:12, 94, 72
2014-06-29, 22:43:13, 94, 71
2014-06-29, 22:43:14, 94, 71
2014-06-29, 22:43:15, 94, 72
2014-06-29, 22:43:16, 94, 72
2014-06-29, 22:43:17, 94, 71
2014-06-29, 22:43:18, 94, 72
2014-06-29, 22:43:19, 94, 73
2014-06-29, 22:43:20, 94, 73
2014-06-29, 22:43:21, 94, 73
2014-06-29, 22:43:22, 94, 74
2014-06-29, 22:43:23, 94, 74
2014-06-29, 22:43:24, 94, 74
2014-06-29, 22:43:25, 94, 74
2014-06-29, 22:43:26, 94, 74
2014-06-29, 22:43:27, 94, 74
2014-06-29, 22:43:28, 94, 74
2014-06-29, 22:43:29, 94, 73
2014-06-29, 22:43:30, 94, 73
2014-06-29, 22:43:31, 94, 73
2014-06-29, 22:43:32, 94, 72
2014-06-29, 22:43:33, 94, 71
2014-06-29, 22:43:34, 94, 71
2014-06-29, 22:43:35, 94, 71
2014-06-29, 22:43:36, 94, 71
2014-06-29, 22:43:37, 94, 71
2014-06-29, 22:43:38, 94, 71
2014-06-29, 22:43:39, 94, 71
2014-06-29, 22:43:40, 94, 72
2014-06-29, 22:43:41, 94, 72
2014-06-29, 22:43:42, 94, 73
2014-06-29, 22:43:43, 94, 73
2014-06-29, 22:43:44, 94, 73
2014-06-29, 22:43:45, 94, 74
2014-06-29, 22:43:46, 94, 74
2014-06-29, 22:43:47, 94, 74
2014-06-29, 22:43:48, 94, 74
2014-06-29, 22:43:49, 94, 74
2014-06-29, 22:43:50, 94, 73
2014-06-29, 22:43:51, 94, 73
2014-06-29, 22:43:52, 94, 73
2014-06-29, 22:43:53, 94, 73
2014-06-29, 22:43:54, 94, 73
2014-06-29, 22:43:55, 94, 73
2014-06-29, 22:43:56, 94, 72
2014-06-29, 22:43:57, 94, 73
2014-06-29, 22:43:58, 94, 73
2014-06-29, 22:43:59, 94, 73
2014-06-29, 22:44:00, 94, 74
2014-06-29, 22:44:01, 94, 74
2014-06-29, 22:44:02, 94, 74
2014-06-29, 22:44:03, 94, 74
2014-06-29, 22:44:04, 94, 74
2014-06-29, 22:44:05, 94, 74
2014-06-29, 22:44:06, 94, 74
2014-06-29, 22:44:07, 94, 74
2014-06-29, 22:44:08, 94, 74
2014-06-29, 22:44:09, 94, 73
2014-06-29, 22:44:10, 94, 73
2014-06-29, 22:44:11, 94, 73
2014-06-29, 22:44:12, 94, 72
2014-06-29, 22:44:13, 94, 72
2014-06-29, 22:44:14, 94, 72
2014-06-29, 22:44:15, 94, 72
2014-06-29, 22:44:16, 94, 72
2014-06-29, 22:44:17, 94, 73
2014-06-29, 22:44:18, 94, 73
2014-06-29, 22:44:19, 94, 73
2014-06-29, 22:44:20, 94, 73
2014-06-29, 22:44:21, 94, 73
2014-06-29, 22:44:22, 94, 73
2014-06-29, 22:44:23, 94, 73
2014-06-29, 22:44:24, 94, 72
2014-06-29, 22:44:25, 94, 72
2014-06-29, 22:44:26, 94, 72
2014-06-29, 22:44:27, 94, 72
2014-06-29, 22:44:28, 94, 72
2014-06-29, 22:44:29, 94, 72
2014-06-29, 22:44:30, 94, 73
2014-06-29, 22:44:31, 94, 73
2014-06-29, 22:44:32, 94, 73
2014-06-29, 22:44:33, 94, 74
2014-06-29, 22:44:34, 94, 74
2014-06-29, 22:44:35, 94, 74
2014-06-29, 22:44:36, 94, 73
2014-06-29, 22:44:37, 94, 73
2014-06-29, 22:44:38, 94, 73
2014-06-29, 22:44:39, 94, 73
2014-06-29, 22:44:40, 93, 72
2014-06-29, 22:44:41, 93, 72
2014-06-29, 22:44:42, 93, 72
2014-06-29, 22:44:43, 93, 72
2014-06-29, 22:44:44, 93, 72
2014-06-29, 22:44:45, 93, 72
2014-06-29, 22:44:46, 94, 71
2014-06-29, 22:44:47, 94, 71
2014-06-29, 22:44:48, 94, 71
2014-06-29, 22:44:49, 94, 71
2014-06-29, 22:44:50, 94, 71
2014-06-29, 22:44:51, 94, 71
2014-06-29, 22:44:52, 94, 71
2014-06-29, 22:44:53, 94, 71
2014-06-29, 22:44:54, 94, 72
2014-06-29, 22:44:55, 94, 72
2014-06-29, 22:44:56, 94, 73
2014-06-29, 22:44:57, 94, 73
2014-06-29, 22:44:58, 94, 73
2014-06-29, 22:44:59, 94, 73
2014-06-29, 22:45:00, 94, 74
2014-06-29, 22:45:01, 94, 74
2014-06-29, 22:45:02, 94, 74
2014-06-29, 22:45:03, 94, 74
2014-06-29, 22:45:04, 94, 74
2014-06-29, 22:45:05, 94, 75
2014-06-29, 22:45:06, 94, 74
2014-06-29, 22:45:07, 94, 74
2014-06-29, 22:45:08, 94, 74
2014-06-29, 22:45:09, 94, 74
2014-06-29, 22:45:10, 94, 74
2014-06-29, 22:45:11, 94, 74
2014-06-29, 22:45:12, 94, 74
2014-06-29, 22:45:13, 94, 74
2014-06-29, 22:45:14, 94, 75
2014-06-29, 22:45:15, 94, 75
2014-06-29, 22:45:16, 94, 75
2014-06-29, 22:45:17, 94, 75
2014-06-29, 22:45:18, 94, 75
2014-06-29, 22:45:19, 94, 75
2014-06-29, 22:45:20, 94, 74
2014-06-29, 22:45:21, 94, 74
2014-06-29, 22:45:22, 94, 74
2014-06-29, 22:45:23, 94, 74
2014-06-29, 22:45:24, 94, 74
2014-06-29, 22:45:25, 94, 73
2014-06-29, 22:45:26, 94, 74
2014-06-29, 22:45:27, 94, 73
2014-06-29, 22:45:28, 94, 73
2014-06-29, 22:45:29, 94, 73
2014-06-29, 22:45:30, 94, 73
2014-06-29, 22:45:31, 94, 72
2014-06-29, 22:45:32, 94, 72
2014-06-29, 22:45:33, 94, 72
2014-06-29, 22:45:34, 94, 72
2014-06-29, 22:45:35, 94, 71
2014-06-29, 22:45:36, 94, 71
2014-06-29, 22:45:37, 94, 71
2014-06-29, 22:45:38, 94, 71
2014-06-29, 22:45:39, 94, 71
2014-06-29, 22:45:40, 94, 71
2014-06-29, 22:45:41, 94, 71
2014-06-29, 22:45:42, 94, 72
2014-06-29, 22:45:43, 94, 72
2014-06-29, 22:45:44, 94, 73
2014-06-29, 22:45:45, 94, 73
2014-06-29, 22:45:46, 94, 74
2014-06-29, 22:45:47, 94, 74
2014-06-29, 22:45:48, 94, 73
2014-06-29, 22:45:49, 94, 73
2014-06-29, 22:45:50, 94, 73
2014-06-29, 22:45:51, 94, 73
2014-06-29, 22:45:52, 94, 73
2014-06-29, 22:45:53, 94, 73
2014-06-29, 22:45:54, 94, 73
2014-06-29, 22:45:55, 94, 73
2014-06-29, 22:45:56, 94, 72
2014-06-29, 22:45:57, 94, 73
2014-06-29, 22:45:58, 94, 73
2014-06-29, 22:45:59, 94, 72
2014-06-29, 22:46:00, 94, 73
2014-06-29, 22:46:01, 94, 73
2014-06-29, 22:46:02, 94, 73
2014-06-29, 22:46:03, 94, 74
2014-06-29, 22:46:04, 94, 75
2014-06-29, 22:46:05, 94, 75
2014-06-29, 22:46:06, 94, 76
2014-06-29, 22:46:07, 94, 76
2014-06-29, 22:46:08, 94, 76
2014-06-29, 22:46:09, 94, 76
2014-06-29, 22:46:10, 94, 75
2014-06-29, 22:46:11, 94, 75
2014-06-29, 22:46:12, 94, 74
2014-06-29, 22:46:13, 94, 74
2014-06-29, 22:46:14, 94, 74
2014-06-29, 22:46:15, 94, 74
2014-06-29, 22:46:16, 94, 74
2014-06-29, 22:46:17, 94, 74
2014-06-29, 22:46:18, 94, 73
2014-06-29, 22:46:19, 94, 73
2014-06-29, 22:46:20, 94, 74
2014-06-29, 22:46:21, 94, 73
2014-06-29, 22:46:22, 94, 73
2014-06-29, 22:46:23, 94, 74
2014-06-29, 22:46:24, 94, 74
2014-06-29, 22:46:25, 94, 74
2014-06-29, 22:46:26, 94, 74
2014-06-29, 22:46:27, 94, 74
2014-06-29, 22:46:28, 94, 75
2014-06-29, 22:46:29, 94, 75
2014-06-29, 22:46:30, 94, 75
2014-06-29, 22:46:31, 94, 74
2014-06-29, 22:46:32, 94, 74
2014-06-29, 22:46:33, 94, 73
2014-06-29, 22:46:34, 94, 73
2014-06-29, 22:46:35, 94, 73
2014-06-29, 22:46:36, 94, 73
2014-06-29, 22:46:37, 94, 73
2014-06-29, 22:46:38, 94, 72
2014-06-29, 22:46:39, 94, 72
2014-06-29, 22:46:40, 94, 71
2014-06-29, 22:46:41, 94, 71
2014-06-29, 22:46:42, 94, 71
2014-06-29, 22:46:43, 94, 71
2014-06-29, 22:46:44, 94, 71
2014-06-29, 22:46:45, 94, 71
2014-06-29, 22:46:46, 94, 71
2014-06-29, 22:46:47, 94, 72
2014-06-29, 22:46:48, 94, 72
2014-06-29, 22:46:49, 94, 72
2014-06-29, 22:46:50, 94, 73
2014-06-29, 22:46:51, 94, 73
2014-06-29, 22:46:52, 94, 73
2014-06-29, 22:46:53, 94, 74
2014-06-29, 22:46:54, 94, 74
2014-06-29, 22:46:55, 94, 74
2014-06-29, 22:46:56, 94, 74
2014-06-29, 22:46:57, 94, 75
2014-06-29, 22:46:58, 94, 75
2014-06-29, 22:46:59, 94, 74
2014-06-29, 22:47:00, 94, 74
2014-06-29, 22:47:01, 94, 74
2014-06-29, 22:47:02, 94, 73
2014-06-29, 22:47:03, 94, 73
2014-06-29, 22:47:04, 94, 73
2014-06-29, 22:47:05, 94, 72
2014-06-29, 22:47:06, 94, 72
2014-06-29, 22:47:07, 94, 72
2014-06-29, 22:47:08, 94, 72
2014-06-29, 22:47:09, 94, 72
2014-06-29, 22:47:10, 94, 72
2014-06-29, 22:47:11, 94, 72
2014-06-29, 22:47:12, 94, 73
2014-06-29, 22:47:13, 94, 73
2014-06-29, 22:47:14, 94, 73
2014-06-29, 22:47:15, 94, 74
2014-06-29, 22:47:16, 94, 75
2014-06-29, 22:47:17, 94, 75
2014-06-29, 22:47:18, 94, 75
2014-06-29, 22:47:19, 94, 75
2014-06-29, 22:47:20, 94, 75
2014-06-29, 22:47:21, 94, 76
2014-06-29, 22:47:22, 94, 76
2014-06-29, 22:47:23, 94, 76
2014-06-29, 22:47:24, 94, 76
2014-06-29, 22:47:25, 94, 76
2014-06-29, 22:47:26, 94, 76
2014-06-29, 22:47:27, 94, 76
2014-06-29, 22:47:28, 94, 76
2014-06-29, 22:47:29, 94, 76
2014-06-29, 22:47:30, 94, 76
2014-06-29, 22:47:31, 94, 76
2014-06-29, 22:47:32, 94, 76
2014-06-29, 22:47:33, 94, 76
2014-06-29, 22:47:34, 94, 76
2014-06-29, 22:47:35, 94, 75
2014-06-29, 22:47:36, 94, 75
2014-06-29, 22:47:37, 94, 75
2014-06-29, 22:47:38, 94, 75
2014-06-29, 22:47:39, 94, 75
2014-06-29, 22:47:40, 94, 74
2014-06-29, 22:47:41, 94, 74
2014-06-29, 22:47:42, 94, 74
2014-06-29, 22:47:43, 94, 74
2014-06-29, 22:47:44, 94, 73
2014-06-29, 22:47:45, 94, 73
2014-06-29, 22:47:46, 94, 73
2014-06-29, 22:47:47, 94, 73
2014-06-29, 22:47:48, 94, 73
2014-06-29, 22:47:49, 94, 73
2014-06-29, 22:47:50, 94, 74
2014-06-29, 22:47:51, 94, 74
2014-06-29, 22:47:52, 94, 74
2014-06-29, 22:47:53, 94, 74
2014-06-29, 22:47:54, 94, 74
2014-06-29, 22:47:55, 94, 74
2014-06-29, 22:47:56, 94, 74
2014-06-29, 22:47:57, 94, 74
2014-06-29, 22:47:58, 94, 73
2014-06-29, 22:47:59, 94, 73
2014-06-29, 22:48:00, 94, 73
2014-06-29, 22:48:01, 94, 73
2014-06-29, 22:48:02, 94, 73
2014-06-29, 22:48:03, 94, 73
2014-06-29, 22:48:04, 94, 73
2014-06-29, 22:48:05, 94, 73
2014-06-29, 22:48:06, 94, 73
2014-06-29, 22:48:07, 94, 73
2014-06-29, 22:48:08, 94, 73
2014-06-29, 22:48:09, 94, 73
2014-06-29, 22:48:10, 94, 73
2014-06-29, 22:48:11, 94, 73
2014-06-29, 22:48:12, 94, 73
2014-06-29, 22:48:13, 94, 73
2014-06-29, 22:48:14, 94, 73
2014-06-29, 22:48:15, 94, 73
2014-06-29, 22:48:16, 94, 73
2014-06-29, 22:48:17, 94, 73
2014-06-29, 22:48:18, 94, 72
2014-06-29, 22:48:19, 94, 72
2014-06-29, 22:48:20, 94, 72
2014-06-29, 22:48:21, 94, 72
2014-06-29, 22:48:22, 94, 72
2014-06-29, 22:48:23, 94, 72
2014-06-29, 22:48:24, 94, 72
2014-06-29, 22:48:25, 94, 72
2014-06-29, 22:48:26, 94, 72
2014-06-29, 22:48:27, 94, 73
2014-06-29, 22:48:28, 94, 73
2014-06-29, 22:48:29, 94, 73
2014-06-29, 22:48:30, 94, 73
2014-06-29, 22:48:31, 94, 73
2014-06-29, 22:48:32, 94, 72
2014-06-29, 22:48:33, 94, 73
2014-06-29, 22:48:34, 94, 72
2014-06-29, 22:48:35, 94, 72
2014-06-29, 22:48:36, 94, 72
2014-06-29, 22:48:37, 94, 71
2014-06-29, 22:48:38, 94, 71
2014-06-29, 22:48:39, 94, 71
2014-06-29, 22:48:40, 94, 71
2014-06-29, 22:48:41, 94, 71
2014-06-29, 22:48:42, 94, 72
2014-06-29, 22:48:43, 94, 72
2014-06-29, 22:48:44, 94, 72
2014-06-29, 22:48:45, 94, 72
2014-06-29, 22:48:46, 94, 72
2014-06-29, 22:48:47, 94, 73
2014-06-29, 22:48:48, 94, 72
2014-06-29, 22:48:49, 94, 72
2014-06-29, 22:48:50, 94, 72
2014-06-29, 22:48:51, 94, 71
2014-06-29, 22:48:52, 94, 71
2014-06-29, 22:48:53, 94, 71
2014-06-29, 22:48:54, 94, 70
2014-06-29, 22:48:55, 94, 70
2014-06-29, 22:48:56, 94, 70
2014-06-29, 22:48:57, 94, 71
2014-06-29, 22:48:58, 94, 71
2014-06-29, 22:48:59, 94, 72
2014-06-29, 22:49:00, 94, 72
2014-06-29, 22:49:01, 94, 72
2014-06-29, 22:49:02, 94, 73
2014-06-29, 22:49:03, 94, 73
2014-06-29, 22:49:04, 94, 73
2014-06-29, 22:49:05, 94, 72
2014-06-29, 22:49:06, 94, 72
2014-06-29, 22:49:07, 94, 73
2014-06-29, 22:49:08, 94, 72
2014-06-29, 22:49:09, 94, 72
2014-06-29, 22:49:10, 94, 72
2014-06-29, 22:49:11, 94, 72
2014-06-29, 22:49:12, 94, 72
2014-06-29, 22:49:13, 94, 72
2014-06-29, 22:49:14, 94, 72
2014-06-29, 22:49:15, 94, 72
2014-06-29, 22:49:16, 94, 72
2014-06-29, 22:49:17, 94, 72
2014-06-29, 22:49:18, 94, 71
2014-06-29, 22:49:19, 94, 71
2014-06-29, 22:49:20, 94, 71
2014-06-29, 22:49:21, 94, 71
2014-06-29, 22:49:22, 94, 71
2014-06-29, 22:49:23, 94, 71
2014-06-29, 22:49:24, 94, 71
2014-06-29, 22:49:25, 94, 71
2014-06-29, 22:49:26, 94, 71
2014-06-29, 22:49:27, 94, 71
2014-06-29, 22:49:28, 94, 71
2014-06-29, 22:49:29, 94, 71
2014-06-29, 22:49:30, 94, 71
2014-06-29, 22:49:31, 94, 70
2014-06-29, 22:49:32, 94, 70
2014-06-29, 22:49:33, 94, 71
2014-06-29, 22:49:34, 94, 70
2014-06-29, 22:49:35, 94, 71
2014-06-29, 22:49:36, 94, 71
2014-06-29, 22:49:37, 94, 71
2014-06-29, 22:49:38, 94, 71
2014-06-29, 22:49:39, 94, 72
2014-06-29, 22:49:40, 94, 72
2014-06-29, 22:49:41, 94, 72
2014-06-29, 22:49:42, 94, 73
2014-06-29, 22:49:43, 94, 73
2014-06-29, 22:49:44, 94, 73
2014-06-29, 22:49:45, 94, 73
2014-06-29, 22:49:46, 94, 73
2014-06-29, 22:49:47, 94, 73
2014-06-29, 22:49:48, 94, 72
2014-06-29, 22:49:49, 94, 73
2014-06-29, 22:49:50, 94, 72
2014-06-29, 22:49:51, 94, 72
2014-06-29, 22:49:52, 94, 72
2014-06-29, 22:49:53, 94, 72
2014-06-29, 22:49:54, 94, 72
2014-06-29, 22:49:55, 94, 72
2014-06-29, 22:49:56, 94, 73
2014-06-29, 22:49:57, 94, 73
2014-06-29, 22:49:58, 94, 73
2014-06-29, 22:49:59, 94, 73
2014-06-29, 22:50:00, 94, 73
2014-06-29, 22:50:01, 94, 73
2014-06-29, 22:50:02, 94, 73
2014-06-29, 22:50:03, 94, 73
2014-06-29, 22:50:04, 94, 73
2014-06-29, 22:50:05, 94, 74
2014-06-29, 22:50:06, 94, 73
2014-06-29, 22:50:07, 94, 73
2014-06-29, 22:50:08, 94, 73
2014-06-29, 22:50:09, 94, 73
2014-06-29, 22:50:10, 94, 73
2014-06-29, 22:50:11, 94, 72
2014-06-29, 22:50:12, 94, 72
2014-06-29, 22:50:13, 94, 72
2014-06-29, 22:50:14, 94, 72
2014-06-29, 22:50:15, 94, 72
2014-06-29, 22:50:16, 94, 72
2014-06-29, 22:50:17, 94, 72
2014-06-29, 22:50:18, 94, 72
2014-06-29, 22:50:19, 94, 72
2014-06-29, 22:50:20, 94, 72
2014-06-29, 22:50:21, 94, 72
2014-06-29, 22:50:22, 94, 73
2014-06-29, 22:50:23, 94, 73
2014-06-29, 22:50:24, 94, 73
2014-06-29, 22:50:25, 94, 73
2014-06-29, 22:50:26, 94, 73
2014-06-29, 22:50:27, 94, 73
2014-06-29, 22:50:28, 94, 73
2014-06-29, 22:50:29, 94, 73
2014-06-29, 22:50:30, 94, 72
2014-06-29, 22:50:31, 94, 72
2014-06-29, 22:50:32, 94, 72
2014-06-29, 22:50:33, 94, 72
2014-06-29, 22:50:34, 94, 71
2014-06-29, 22:50:35, 94, 71
2014-06-29, 22:50:36, 94, 71
2014-06-29, 22:50:37, 94, 71
2014-06-29, 22:50:38, 94, 71
2014-06-29, 22:50:39, 94, 71
2014-06-29, 22:50:40, 94, 71
2014-06-29, 22:50:41, 94, 71
2014-06-29, 22:50:42, 94, 71
